question_id,image_filename,Marks,solution_image_id,solve_text,subject
12,1336.jpg,10.0,,"এখানে, A⁻¹ = \frac{1}{4-3} \begin{bmatrix} 2 & -1 \\ -3 & 2 \end{bmatrix} = \begin{bmatrix} 2 & -1 \\ -3 & 2 \end{bmatrix}

C⁻¹ = \frac{1}{4-5} \begin{bmatrix} -2 & -1 \\ -5 & -2 \end{bmatrix} = \begin{bmatrix} 2 & 1 \\ 5 & 2 \end{bmatrix}

A = \begin{bmatrix} 2 & 1 \\ 3 & 2 \end{bmatrix}, C = \begin{bmatrix} -2 & 1 \\ 5 & -2 \end{bmatrix}, ABC = \begin{bmatrix} -2 & 4 \\ 3 & -1 \end{bmatrix}

এখানে, ABC = ABC ⇒ A⁻¹.ABC.C⁻¹ = A⁻¹.(ABC).C⁻¹
⇒ I.B.I = A⁻¹.(ABC).C⁻¹ .. B = A⁻¹.(ABC).C⁻¹

.. B = \begin{bmatrix} 2 & -1 \\ -3 & 2 \end{bmatrix} \begin{bmatrix} -2 & 4 \\ 3 & -1 \end{bmatrix} \begin{bmatrix} 2 & 1 \\ 5 & 2 \end{bmatrix}

= \begin{bmatrix} -7 & 9 \\ 12 & -14 \end{bmatrix} \begin{bmatrix} 2 & 1 \\ 5 & 2 \end{bmatrix} = \begin{bmatrix} 31 & 11 \\ -46 & -16 \end{bmatrix}

নম্বর বণ্টনঃ

A⁻¹ = \begin{bmatrix} 2 & -1 \\ -3 & 2 \end{bmatrix} নির্ণয়ের জন্য ০২ নম্বর।

C⁻¹ = \begin{bmatrix} 2 & 1 \\ 5 & 2 \end{bmatrix} নির্ণয়ের জন্য ০২ নম্বর।

B = A⁻¹.(ABC).C⁻¹ নির্ণয়ের জন্য ০২ নম্বর।

B = \begin{bmatrix} 31 & 11 \\ -46 & -16 \end{bmatrix} নির্ণয়ের জন্য ০৪ নম্বর।",Math
13,1337.jpg,10.0,,"দেওয়া আছে, re^{iθ} = \frac{3+2i}{2+3i} + \frac{1+5i}{1-2i}
⇒ re^{iθ} = \frac{(3+2i)(2-3i) + (1+5i)(1+2i)}{(2+3i)(2-3i)} + \frac{(1-2i)(1+2i)}{}
⇒ re^{iθ} = \frac{6-9i+4i-6i^2 + 1+2i-5i-10i^2}{4-9i^2} + \frac{1-4i^2}{}
⇒ re^{iθ} = \frac{(6+6)+i(4-9) + (1-10)+i(2+5)}{4+9} + \frac{1+4}{} [∵ i^2 = -1]
⇒ re^{iθ} = \frac{12-5i}{13} + \frac{-9+7i}{5} ⇒ re^{iθ} = \frac{-57}{65} + \frac{66}{65}i
∴ r = \sqrt{(\frac{-57}{65})^2 + (\frac{66}{65})^2} = \sqrt{\frac{3249+4356}{65}} = \frac{39\sqrt{5}}{65} = \frac{3}{\sqrt{5}} (Ans.)
θ = π - tan^{-1}(\frac{66}{57}) = π - tan^{-1}(\frac{66}{57}) (Ans.)

নম্বর বণ্টনঃ
re^{iθ} = \frac{6-9i+4i-6i^2 + 1+2i+5i+10i^2}{4-9i^2} + \frac{1+2i+5i+10i^2}{1-4i^2} ; নির্ণয় করার জন্য ০৪ নম্বর।
r = \frac{3}{\sqrt{5}} ; নির্ণয় করার জন্য ০৩ নম্বর।
θ = π - tan^{-1}(\frac{66}{57}) ; নির্ণয় করার জন্য ০৩ নম্বর।",Math
14,1338.jpg,10.0,,"√3
1
/sin 2x/ /cos 2x/ = 4 ⇒ /√3cos 2x - sin 2x/ /sin 2xcos 2x/ = 4 ⇒ √3 /cos 2x/ - 1/2 /sin 2x/ = 2sin 2x.cos 2x
sin (/π/3 - 2x) = sin 4x ⇒ sin 4x + sin (2x - /π/3) = 0 ⇒ 2sin (3x - /π/6).cos (x + /π/6) = 0
⇒ sin (3x - /π/6) = 0 ⇒ 3x - /π/6 = nπ ⇒ x = (6n + 1)/π/18; [Where, n ∈ Z]
= cos (x + /π/6) = 0 ⇒ x + /π/6 = (2n + 1)/π/2 ⇒ x = (3n + 1)/π/3; [Where, n ∈ Z]
নম্বর বণ্টনঃ
√3/2 cos 2x - 1/2 sin 2x = 2sin 2x.cos 2x; নির্ণয় করার জন্য ০২ নম্বর।
x = (6n + 1)/π/18; [Where, n ∈ Z] ; নির্ণয় করার জন্য ০৪ নম্বর।
x = (3n + 1)/π/3; [Where, n ∈ Z] ; নির্ণয় করার জন্য ০৪ নম্বর।
[বিঃদ্র: n∈ Z না লিখলে ০১ নম্বর কর্তন করা হবে।]",Math
15,1339.jpg,10.0,,"ধরি, প্রতিটি গোলকের চার্জ Q।
এখন, 8 × (⁴⁄₃π)r³ = (⁴⁄₃π)R³; R = 2r ... .. (i)
আমরা জানি, V =  /fraction{1}{4πε₀} × /fraction{q}{r}
বড় ফোঁটার বিভব V' এবং প্রতিটি ছোট ফোঁটার বিভব V হলে, /fraction{V'}{V} = /fraction{q}{q} × (/fraction{r}{R}) = /fraction{q}{q} × (/fraction{r}{2r}) = /fraction{8}{2} = 4
:: V' = 4V = 4 × 220V = 880V (Ans.)
নম্বর বণ্টনঃ
R = 2r; নির্ণয়ের জন্য ০২ নম্বর।
V = /fraction{1}{4πε₀} × /fraction{q}{r}; সূত্রের জন্য ০১ নম্বর।
মান বসানোর জন্য ০১ নম্বর।
/fraction{V'}{V} = 4; নির্ণয়ের জন্য ০৩ নম্বর।
V = 880V; নির্ণয়ের জন্য ০৩ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Physics
16,1340.jpg,10.0,,"T1 = 86400 - x = √(L1/L2)
T2 = 86400

=> 86400 - x = √(101L1/100)
L2 = L1 + L1 অর্থ 1% = 101L1/100

=> 86400 - x = √(100/101) => 86400 × √(100/101) = 86400 - x
x = 428.79 s

নম্বর বর্ণনঃ
86400 - x = √(L1/(101L1/100)) : নির্দিষ্টের জন্য ০১ নম্বর।
x = 428.79 s : নির্দিষ্টের জন্য ০২ নম্বর।
বিঃদ্রঃ একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কাটা যাবে।",Physics
17,1341.jpg,10.0,,"সমোষ্ণ প্রসারণে কৃতকাজ, W₁ = nRT (V₂/V₁)γ⁻¹; এখন, PV = nRT ⇒ n = PV/RT = (10⁶×0.001)/(8.314×300) = 0.4 mole.
সুতরাং, W₁ = nRT(V₂/V₁)γ⁻¹ = 0.4 × 8.314 × 300(1/2)¹⋅⁴⁻¹ = 691.54J.
এখন রুদ্ধতাপীয় প্রক্রিয়ায় T₁V₁γ⁻¹ = T₂V₂γ⁻¹ ⇒ T₂ = T₁(V₁/V₂)γ⁻¹ = 300 × (1/2)¹⋅⁴⁻¹ = 227.357K
রুদ্ধতাপীয় প্রক্রিয়ায় কৃতকাজ, W₂ = nR/(γ⁻¹)(T₁ - T₂) = 0.4×8.314/(1.4⁻¹)(300 - 227.357) = 603.95J
মোট কৃতকাজ, W₁ + W₂ = 1295.49J
নম্বর বণ্টনঃ
n = 0.4 mole; নির্ণয়ের জন্য ০২ নম্বর।
T₂ = 227.357K; নির্ণয়ের জন্য ০৩ নম্বর।
মোট কৃতকাজ = 1295.49J; নির্ণয়ের জন্য ০৫ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
18,1342.jpg,10.0,,"2gm<sup>235</sup>U = \frac{2}{92} × 6.02 × 10<sup>23</sup> টি পরমাণু = 51.234 × 10<sup>20</sup> টি পরমাণু
1 টি পরমাণু = 200 × 1.6 × 10<sup>-13</sup>J .. 51.234 × 10<sup>20</sup> টি পরমাণু = 200 × 1.6 × 10<sup>-13</sup> × 51.234 × 10<sup>20</sup>
= 1.6395 × 10<sup>11</sup>J = \frac{1.6335× 10<sup>11</sup>}{3.6× 10<sup>6</sup>} = 45541.33 kWh
নির্গত শক্তির পরিমাণ = 45541.33 kWh (Ans.)
নম্বর বণ্টনঃ
2gm<sup>235</sup>U = 51.234 × 10<sup>20</sup> টি পরমাণু; নির্ণয় করার জন্য ০৪ নম্বর।
92
নির্গত শক্তির পরিমাণ= 45541.33 kWh; নির্ণয় করার জন্য ০৬ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
19,1343.jpg,10.0,,"আমরা জানি, আপেক্ষিক আর্দ্রতা R = \frac{f}{F} × 100%
দেওয়া আছে, 26°C তাপমাত্রায় সম্পৃক্ত জলীয় বাষ্পের চাপ = 25.21 mm
26°C তাপমাত্রায় বর্তমান জলীয় বাষ্পের চাপ = fi, এখন R = \frac{f_i}{F} × 100% ⇒ fi = \frac{70}{100} × 25.21 = 17.647 mm
এখন, 18°C তাপমাত্রায় সম্পৃক্ত জলীয় বাষ্পের চাপ ff = 15.48 mm
অর্থাৎ বর্তমান বাষ্প চাপ > সম্পৃক্ত বাষ্প চাপ। সুতরাং কিছু বাষ্প ঘনীভূত হবে।
এখন জলীয় বাষ্পের ভর বাষ্পচাপের সমানুপাতিক।
সুতরাং ঘনীভূত হবে = \frac{f_i - f_f}{f_i} = \frac{17.647 - 15.48}{17.647} × 100% = 12.28% (Ans.)
নম্বর বণ্টনঃ
26°C তাপমাত্রায় বর্তমান জলীয় বাষ্পের চাপ, fi = 17.647 mm; নির্ণয় করার জন্য ০৩ নম্বর।
18°C তাপমাত্রায় সম্পৃক্ত জলীয় বাষ্পের চাপ ff = 15.48 mm; নির্ণয় করার জন্য ০৩ নম্বর।
ঘনীভূত হবে = 12.28%; নির্ণয় করার জন্য ০৪ নম্বর।",Physics
20,1345.jpg,10.0,1344.0,"কণাটির উপর মহাকর্ষ বল = \frac{GMm_1}{R^3} = 6.673 \times 10^{-11} \times \frac{10^4 \times 0.5}{1^3} \times m_1 = 3.3365 \times 10^{-7} m_1 N

নম্বর বণ্টনঃ

কণাটির উপর মহাকর্ষ বল = \frac{GMm_1}{R^3} ; লেখার জন্য ০৩ নম্বর।

সঠিকভাবে মান বসানোর জন্য ০৪ নম্বর।

মহাকর্ষ বল = 3.3365 × 10^{-7} m_1 N ; নির্ণয় করার জন্য ০৩ নম্বর।

বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Physics
21,1346.jpg,10.0,,"(a) দশম উজ্জ্বল ডোরার দূরত্ব,  Δx = \frac{ndλ}{a} = \frac{10×2×5000×10^{-10}}{0.1×10^{-3}} = 0.1 m (Ans.)
(b) দশম উজ্জ্বল ডোরার কৌণিক ব্যবধান θ হলে, asin θ = nλ
⇒ θ = sin⁻¹(\frac{nλ}{a}) = sin⁻¹(\frac{10×5000×10^{-10}}{0.1×10^{-3}}) = 2.87° (প্রায়) (Ans.)
নম্বর বণ্টনঃ
Δx = \frac{ndλ}{a} ; সূত্রের জন্য ০২ নম্বর।
Δx = 0.1 m; নির্ণয়ের জন্য ০৩ নম্বর।
asin θ = nλ; সূত্রের জন্য ০২ নম্বর।
θ = 2.87° (প্রায়); নির্ণয়ের জন্য ০৩ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Physics
22,1347.jpg,10.0,,"দেওয়া আছে, Y = 2 × 10<sup>11</sup> Nm<sup>-2</sup>
σ = 0.25
/fraction{1}{L} = 15% = 0.15
d = 2 × 10<sup>-3</sup> m = 2 mm
r = /fraction{d}{2} = 1 × 10<sup>-3</sup> m
আমরা জানি, F = /fraction{YAI}{L}
= 2 × 10<sup>11</sup> × π × (1 × 10<sup>-3</sup>)<sup>2</sup> × 0.15
= 94247.78 N = 94.24778 kN (Ans.)
আবার, আমরা জানি, σ = /fraction{Δd × L}{d × L}
⇒ Δd = σ × d × /fraction{1}{L} = 0.25 × 2 × 10<sup>-3</sup> × 0.15
⇒ Δd = 7.5 × 10<sup>-5</sup> m
:. তারের ব্যাস কমে যাবে, Δd = 7.5 × 10<sup>-5</sup> m (Ans.)
নম্বর বণ্টনঃ
F = 94.24778 kN; নির্ণয়ের জন্য ০৫ নম্বর।
Δd = 7.5 × 10<sup>-5</sup> m; নির্ণয়ের জন্য ০৫ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
23,1348.jpg,10.0,,"m₁ = 2kg, u₂ = 0ms⁻¹, V₁ = \frac{u₁}{4}; V₁ = \frac{m₁-m₂}{m₁+m₂}u₁
⇒ \frac{1}{4} = \frac{2-m₂}{2+m₂}; m₂ = 1.2 kg (Ans.)
নম্বর বণ্টনঃ
V₁ = \frac{m₁-m₂}{m₁+m₂}u₁; লেখার জন্য ০৫ নম্বর।
m₂ = 1.2 kg; নির্ণয় করার জন্য ০৫ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
24,1350.jpg,10.0,1349.0,"নোড 'A' তে I<sub>5Ω</sub> = 3 + 2 = 5A [বি:দ্র: ধারকে কোনো তড়িৎ প্রবাহিত হবে না] এছাড়াও, I<sub>1Ω</sub> = 5 A
নোড 'B' তে 2A = I<sub>3Ω</sub> + 1 A
⇒ I<sub>3Ω</sub> = 1 A ⇒ I<sub>DB</sub> = 1A
V<sub>AB</sub> = V<sub>5Ω</sub> + V<sub>1Ω</sub> + V<sub>3Ω</sub> = (5+1)×5 + 3 × 1 = 33 V
E = \frac{1}{2}CV<sub>AB</sub><sup>2</sup> = \frac{1}{2} × 4 × 10<sup>-6</sup> × 33<sup>2</sup>
= 2.178 × 10<sup>-3</sup> J (Ans.)
নম্বর বণ্টনঃ
V<sub>AB</sub> = 33 V; নির্ণয়ের জন্য ০৪ নম্বর।
E = \frac{1}{2}CV<sub>AB</sub><sup>2</sup>; সূত্রের জন্য ০২ নম্বর।
E = 2.178 × 10<sup>-3</sup>J; নির্ণয়ের জন্য ০৪ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Physics
25,1352.jpg,10.0,1351.0,"ধরা যাক, ma ভরের একটি স্থির বস্তু বিস্ফোরিত হয়ে mb = mc = 1 kg ভরের দুইটি খন্ডে বিভক্ত হলো
এবং Vb = 0.6 c 3 vc = -0.6c বেগে দূরে সরে গেল।
শক্তির নিত্যতা অনুযায়ী, Ea = Eb+ Ec ⇒ (ma)oc2 = /fraction{2x (mb)oc²}{√1-(0.6)²} = /fraction{5}{2}(mb)oc²
⇒ (ma)o = /fraction{5}{2}(mb)o = /fraction{5}{2} × 1 kg = 2.5 kg (Ans.)
নম্বর বণ্টনঃ
Ea = /fraction{5}{2}(mb)oc²; নির্ণয় করার জন্য ০৫ নম্বর।
(ma)o = 2.5 kg ; নির্ণয় করার জন্য ০৫ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]
বিকল্প:
ধরি, m = 1kg ভরের দুটি বস্তু কোনো প্রসঙ্গ কাঠামোর সাপেক্ষে x বেগে পরস্পর বিপরীত দিকে যাচ্ছে।
.. ভেক্টর সংযোগ সূত্র অনুযায়ী, একটির সাপেক্ষ আরেকটির বেগ, u = /fraction{u+v}{1+/fraction{uv}{c²}} = /fraction{2x}{1+/fraction{x²}{c²}} ⇒ 0.6c = /fraction{2x}{1+/fraction{x²}{c²}} ∴ x = 1 × 10⁸ or, 9 × 10⁸
(অবাস্তব)
:: 1kg বস্তুদ্বয়ের বেগ x = 1 × 10⁸ or, c ms⁻¹
.. শক্তির নিত্যতা অনুযায়ী, E total = E1 + E2 [মূল বস্তুর ভর Mo ধরে]
⇒ Moc² = /fraction{mc²}{√1-(/fraction{1}{3})²} + /fraction{mc²}{√1-(/fraction{1}{3})²} = /fraction{3}{√2}m
.: Mo = 2.12132 kg (Ans.)
বিকল্প নম্বর বণ্টনঃ",Physics
26,1353.jpg,10.0,,"n = 12
m = 50 kg
g = 9.8 ms⁻²
s = 160 m
t = (1 × 60 + 10) s = 70s
P = Fv
F = nmg = 12 × 50 × 9.8 N = 5880 N
v = \frac{s}{t} = \frac{160 m}{70 s} = \frac{16}{7} ms⁻¹
P = Fv = (5880 × \frac{16}{7}) W
= 13440 W = \frac{13440}{746} HP = 18.02 HP
F = 5880N
v = \frac{16}{7} ms⁻¹
P = 18.02 HP",Physics
27,1354.jpg,10.0,,"(\frac{I_C}{I_B})_{CE} = 70 \implies I_C = 70I_B \implies I_E = I_B + I_C \implies I_E = 71I_B \implies I_B = \frac{8.8}{71} = \frac{44}{355} mA = 0.124 mA \quad [\beta = (\frac{I_C}{I_B})_{CE}]
এবং I_C = 70 \times \frac{44}{355} = \frac{616}{71} mA = 8.676 mA \quad :: (\frac{I_C}{I_E})_{CB} = \alpha = \frac{\beta}{1+\beta} = 0.986 (Ans.)
নম্বর বণ্টনঃ
I_B = 0.124 mA; নির্ণয়ের জন্য ০৩ নম্বর।
I_C = 8.676 mA; নির্ণয়ের জন্য ০৩ নম্বর।
(\frac{I_C}{I_E})_{CB} = 0.986; নির্ণয়ের জন্য ০৪ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
28,1355.jpg,6.0,,"মিশ্রণে, [H+] = ∑(eAcid× Sacid× VAcid)-∑(eBase× Sbase× VBase)
∑ Vacid+∑ VBase

= eH₂SO₄×SH₂SO₄×VH₂SO₄ + eHCl×SHCl×VHCl - eNa₂CO₃×VNa₂CO₃×SNa₂CO₃ - eNaOH×SNaOH×VNaOH
VH₂SO₄ + VHCl + VNa₂CO₃ + VNaOH

= NH₂SO₄×VH₂SO₄ + NHCl×VHCl - eNa₂CO₃×VNa₂CO₃×SNa₂CO₃ - NNaOH×VNaOH
VH₂SO₄ + VHCl + VNa₂CO₃ + VNaOH

= 0.1×100+50×0.2-2×0.05×100-0.1×50 = 1 M
100+100+50+50       60

.. শক্তিমাত্রা, pH = -log [H+] = -log (1/60) = 1.778 (Ans.)

নম্বর বণ্টন:
[H+] = ∑(eAcid× Sacid× VAcid)-∑(eBase× SBase× VBase) ; সূত্রের জন্য ০২ নম্বর।
[H+] = 1/60 M; নির্ণয়ের জন্য ০৪ নম্বর।
pH = 1.778; নির্ণয়ের জন্য ০৪ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Chemistry
29,1356.jpg,10.0,,"P = 1.5 atm, nN₂ = 14/28 = 0.5 mol; nCH₄ = 16/16 = 1 mol; nCO₂ = 44/44 = 1 mol

PN₂ = (nN₂/(nCH₄ + nN₂ + nCO₂)) × P = (0.5/(1 + 0.5 + 1)) × 1.5 = 0.3 atm

PCH₄ = (nCH₄/(nCH₄ + nN₂ + nCO₂)) × P = (1/(1 + 0.5 + 1)) × 1.5 = 0.6 atm

PCO₂ = (nCO₂/(nCO₂ + nCH₄ + nN₂)) × P = (1/(1 + 0.5 + 1)) × 1.5 = 0.6 atm

N₂ এর আংশিক চাপ সবচেয়ে কম।

নম্বর বণ্টন:

PN₂ = 0.3 atm; নির্ণয়ের জন্য ০৩ নম্বর।
PCH₄ = 0.6 atm; নির্ণয়ের জন্য ০৩ নম্বর।
PCO₂ = 0.6 atm; নির্ণয়ের জন্য ০৩ নম্বর।
N₂ এর আংশিক চাপ সবচেয়ে কম লিখলে ০১ নম্বর।

বি.দ্রি: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।",Chemistry
30,1358.jpg,10.0,1357.0,"V = E°<sub>Zn/Zn<sup>2+</sup></sub> + E°<sub>Cu<sup>2+</sup>/Cu</sub> = 0.76 + 0.34 = 1.1V
V = IR ⇒ I = \frac{V}{R} = 1.1 A
n = \frac{It}{eF} = \frac{1.1 \times 20 \times 3600}{50 \times 2 \times 96500} mol = 8.20725 \times 10^{-3} mol
.. পরিবর্তিত ঘনমাত্রা = \frac{0.35 \times 0.25 - 8.20725 \times 10^{-3}}{0.25} M = 0.31717 M
.. CuSO<sub>4</sub> দ্রবণের ঘনমাত্রা কমবে।
নম্বর বণ্টন:
V = 1.1V; নির্ণয়ের জন্য ০২ নম্বর।
I = \frac{1.1}{50} A; নির্ণয়ের জন্য ০২ নম্বর।
n = 8.20725 \times 10^{-3}mol; নির্ণয়ের জন্য ০৩ নম্বর।
পরিবর্তিত ঘনমাত্রা = 0.31717 M; নির্ণয়ের জন্য ০৩ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Chemistry
31,1359.jpg,10.0,,"(a) 6Fe^{2+} + Cr_2O_7^{2-} + 14H^+ → 6Fe^{3+} + 2Cr^{3+} + 7H_2O
(b) Cr_2O_7^{2-} + 6Fe^{2+} + 14H^+ → 2Cr^{3+} + 6Fe^{3+} + 7H_2O
.. 1 mol K_2Cr_2O_7 = 6 mol Fe^{2+}
.. n_{K_2Cr_2O_7} = 0.02 × 20 × 10^{-3} = 4 × 10^{-4} mol
.. n_{Fe^{2+}} = 6 × 4 × 10^{-4} mol = 2.4 × 10^{-3} mol : W_{Fe^{2+}} = 0.1344 g
:: বিশুদ্ধতা = \frac{0.1344}{0.14} × 100% = 96%
নম্বর বণ্টন:
(a) 6Fe^{2+} + Cr_2O_7^{2-} + 14H^+ → 6Fe^{3+} + 2Cr^{3+} + 7H_2O ; লিখলে ০৩ নম্বর। [সমতা না করলে ০১ নম্বর কাটা যাবে।]
(b) n_{Fe^{2+}} = 2.4 × 10^{-3} mol ; নির্ণয়ের জন্য ০৩ নম্বর।
বিশুদ্ধতা = 96% ; নির্ণয়ের জন্য ০৪ নম্বর।
[বি.দ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Chemistry
32,1361.jpg,6.0,1360.0,"(i)  N₂Cl + KI → I + KCl + N₂
(ii)  OH + NH₃ → NH₂ + H₂O
(iii) CH₃-C-NH₂ + Br₂ + NaOH → CH₃-NH₂ + NaBr + Na₂CO₃ + H₂O
(iv) CH₃-CHO + Cl₂ → CCl₃-CHO + HCl
নম্বর বণ্টন:
৪টির উত্তর করলে (২.৫× ৪) = ১০ নম্বর।",Chemistry
33,1362.jpg,10.0,,"দেওয়া আছে, Mo₂ = 32, to₂ = 80 sec, tmixture = 85 sec
Xo₂= 0.8, Xunknown = 0.2, Munknown = W
Mmixture = X02 × MO₂ + Xunknown × Munknown = 0.8 × 32 + 0.2 × W = 25.6 + 0.2 × W
We know, √(Mo₂/Mmixture) = (to₂/tmixture) ⇒ Mo₂/Mmixture = (to₂/tmixture)² ⇒ 32/(0.2W + 25.6) = (80/85)²
⇒ 0.2W + 25.6 = 36.125 ⇒ 0.2W = 10.525 ⇒ W = 52.625g (Ans.)
.. নির্ণেয় অজানা গ্যাসের আণবিক ভর = 52.625
নম্বর বণ্টন:
Mmixture = X02 × MO₂ + Xunknown × Munknown; সূত্রের জন্য ০১ নম্বর।
Mmixture = 25.6 + 0.2 × W; নির্ণয়ের জন্য ০৪ নম্বর।
√(Mo₂/Mmixture) = (to₂/tmixture); সূত্রের জন্য ০১ নম্বর।
অজানা গ্যাসের আণবিক ভর = 52.625; নির্ণয়ের জন্য ০৪ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Chemistry
34,1363.jpg,10.0,,"(a) NaF > NaCl > NaBr > NaI
(b) BeCl2 > CH4 > NH3 > H2O
(c) Cs > Rb > K > Na > Li
(d) AgF > AgCl > AgBr > AgI
নম্বর বণ্টন:
সঠিকভাবে ক্রমানুসারে সাজানোর জন্য (২.৫ × ০৪) = ১০ নম্বর।
[বিঃদ্র: বিকল্প উত্তর গ্রহণযোগ্য নয়।]",Chemistry
35,1364.jpg,10.0,,"(a) N2O4  ⇌ 2NO2;  Kp = \frac{P_{NO_2}^2}{P_{N_2O_4}} = \frac{(0.31)^2}{0.69} = 0.139

Kp = Kc(RT)^Δn ⇒ Kc = \frac{0.139 \ mol \ L^{-1}}{(0.0821 \times 298)^{2-1}} = 5.69 \times 10^{-3}

(b) Kp = \frac{4\alpha^2 P}{1-\alpha^2} ⇒ \frac{4\alpha^2}{1-\alpha^2} = \frac{Kp}{P} = \frac{Kp}{P_{N_2O_4}+P_{NO_2}} = \frac{0.139}{(0.31+0.69)} ; α = 0.183 = 18.3%

নম্বর বণ্টন:

(a) Kp = 0.139; নির্ণয়ের জন্য ০৩ নম্বর।

Kc = 5.69 × 10-3; নির্ণয়ের জন্য ০৩ নম্বর।

(b) α = 0.183 = 18.3%; নির্ণয়ের জন্য ০৪ নম্বর।

[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Chemistry
36,1365.jpg,4.0,,"(a) CaCO3 + 2HCl → CaCl2 + H2O + CO2;
CaCl₂ → প্রশম
2NaOH + CO2 → Na2CO3+ H2O; CO₂ → অম্লধর্মী
(b) 2CuSO4+ 4KI → 2K2SO4 + Cu2I2+ I2
I2+ 2Na2S2O3 → Na2S4O6 + 2NaI
180°C
(c) 2NaHCO3 → Na2CO3 + H2O + CO2
Δ
(d) Na2CO3 + SiO2 → Na2SiO3 + CO2
নম্বর বণ্টন:
৪টির উত্তর করলে (২.৫× ৪) = ১০ নম্বর।",Chemistry
37,1366.jpg,10.0,,"AgCl = Ag⁺ + Cl⁻; Ksp = S²
∴S = √Ksp = √1 × 10⁻¹⁰ = 10⁻⁵mol/L
.. [Ag⁺] = [Cl⁻] = 10⁻⁵M
দ্রবণে, [Ag⁺] = 10⁻⁵M; [Br⁻] = 0.030 M
NaBr → Na⁺ + Br⁻
.. [Br⁻] = [Na⁺] = 0.030M
AgBr = Ag⁺ + Br⁻; Ksp = S²
S = √Ksp = √5 × 10⁻¹³ = 7.07 × 10⁻⁷M
দ্রবণে Ag⁺ ও Br⁻ আয়নের পরিমাণ সাম্যাবস্থায় পরিমাণ অপেক্ষা বেশি। তাই AgBr অধঃক্ষেপ তৈরি হবে।
বিকল্প:
AgCl = Ag⁺ + Cl⁻; Ksp = S²
∴S = √Ksp = √1 × 10⁻¹⁰ = 10⁻⁵mol/L
.. [Ag⁺] = [Cl⁻] = 10⁻⁵M
Kip(AgBr) = (/fraction{10⁻⁵ × 100}{200}) × (/fraction{0.030 × 100}{200}) = 7.5 × 10⁻⁸
.. Kip(AgBr) > Ksp(AgBr)
.. AgBr অধঃক্ষেপ তৈরি হবে।
নম্বর বণ্টন:
S = 10⁻⁵mol/L; নির্ণয়ের জন্য ০৪ নম্বর।
S = 7.07 × 10⁻⁷M; নির্ণয়ের জন্য ০৪ নম্বর।
AgBr এর অধঃক্ষেপ তৈরি হবে লিখলে ০২ নম্বর।
বিঃদ্রঃ একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Chemistry
